URL,Name,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
https://www.tripadvisor.com//Restaurant_Review-g186338-d19100933-Reviews-Arado_Restaurant_Bar-London_England.html,Arado Restaurant & Bar,"Albany Street Regent's Park, London NW1 3UP England",104,#29,+44 20 7391 3000,$$ - $$$,"[' Mediterranean', ' Spanish', ' Healthy']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1017662-Reviews-The_Park_Room-London_England.html,The Park Room,"86-90 Park Lane JW Marriott Grosvenor House, London W1K 7TN England","1,161",#35,+44 20 7399 8452,$$$$,"[' International', ' British', ' Vegetarian Friendly']",7:00 AM - 1:30 AM
https://www.tripadvisor.com//Restaurant_Review-g17478676-d25251989-Reviews-ITJL_Colindale_Barnet_Council-Colindale_Greater_London_England.html,ITJL Colindale - Barnet Council,"2 Bristol Avenue Inside Barnet Council, Colindale NW9 4EW England",189,#1,+44 20 3441 4587,$$ - $$$,"[' American', ' Cafe', ' British']",7:00 AM - 8:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6635485-Reviews-The_Clink_Restaurant-London_England.html,The Clink Restaurant,"Jebb Avenue Brixton, London SW2 5XF England","1,177",#32,+44 20 8678 9007,$$ - $$$,"[' European', ' British', ' Contemporary']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13173527-Reviews-Chimichurris-London_England.html,Chimichurris,"132 Southwark Bridge Road, London SE1 0DG England",176,#176,+44 20 7928 7414,$$ - $$$,"[' Steakhouse', ' Barbecue', ' Grill']",5:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d21232035-Reviews-Bombay_Bicycle_Chef_Balham-London_England.html,Bombay Bicycle Chef (Balham),"88 Balham High Road, London SW12 9AG England",246,#34,+44 20 8772 3222,$$ - $$$,"[' Indian', ' Asian', ' Healthy']",5:30 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12392823-Reviews-Leicester_Square_Kitchen-London_England.html,Leicester Square Kitchen,"31-36 Leicester Square, London WC2H 7LH England","2,314",#36,+44 20 7666 0902,$$$$,"[' Mexican', ' Peruvian', ' Healthy']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d17594014-Reviews-Bebs_Kitchen-London_England.html,Bebs Kitchen,"126 Acre Lane, London SW2 5RJ England",127,#37,+44 20 3659 8915,$$ - $$$,"[' Indian', ' Healthy', ' Vegetarian Friendly']",5:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d24411121-Reviews-Taj_Mahal_Indian_Cuisine-London_England.html,Tajmahal Indian Cuisine ,"339 Gray's Inn Road Kings cross station, London WC1X 8PX England",183,#223,+44 20 7837 6370,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d5244301-Reviews-Golden_Chippy-London_England.html,Golden Chippy,"62 Greenwich High Road, London SE10 8LF England","2,371",#38,11:00 AM - 11:00 PM,$,"[' Seafood', ' British']",11:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2161104-Reviews-The_Palm_Court-London_England.html,The Palm Court,"Piccadilly The Sheraton Grand Park Lane, London W1J 7BX England",400,#41,+44 20 7499 6321,$$$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",9:00 AM - 11:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d21304070-Reviews-Namaaste_Highgate-London_England.html,Namaaste Highgate,"4 South Grove Highgate Village, London N6 6BS England",64,"#10,103",+44 20 8340 4488,$$ - $$$,"[' Indian', ' Asian', ' Street Food']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d17209864-Reviews-Tower_Mangal-London_England.html,Tower Mangal,"55-57 Tower Bridge Road SE1 4TL, London England",312,#43,+44 20 7357 6853,$$ - $$$,"[' Mediterranean', ' Turkish', ' Healthy']",11:00 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10052744-Reviews-Barrio_Brixton-London_England.html,Barrio Brixton,"30 Acre Lane, London SW2 5SG England",252,#4,+44 20 7749 3940,$$ - $$$,"[' Mexican', ' Latin', ' Bar']",4:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6677263-Reviews-Steak_And_Lobster_Warren_Street-London_England.html,Steak And Lobster Warren Street,"6-7 Warren Street Radisson Blu Edwardian Grafton Hotel, London W1T 5LB England","2,480",#44,+44 20 7666 5430,$$ - $$$,"[' Steakhouse', ' Seafood', ' European']",7:00 AM - 10:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3479969-Reviews-Double_J_s_Cafe-London_England.html,Double J's Cafe,"333 Euston Road, London NW1 3AD England",246,#45,+44 20 7388 1212,$,"[' Cafe', ' European', ' British']",7:00 AM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2490522-Reviews-East_Street_Fitzrovia-London_England.html,East Street - Fitzrovia,"3-5 Rathbone Place, London W1T 1HJ England","1,332",#47,+44 20 7323 0860,$$ - $$$,"[' Asian', ' Nonya', ' Vegetarian Friendly']",10:30 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8444408-Reviews-TigerBay_Shisha_Lounge-London_England.html,TigerBay Shisha Lounge,"234 Kingsbury Road, London NW9 0BH England",425,#913,+44 7488 880203,$$ - $$$,"[' Bar', ' International', ' Asian']",12:00 PM - 2:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d17763477-Reviews-Bloomsbury_Street_Kitchen-London_England.html,Bloomsbury Street Kitchen,"9-13 Bloomsbury Street, London WC1B 3QD England",760,#48,+44 20 7666 2044,$$ - $$$,"[' Japanese', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19067627-Reviews-215_Hackney-London_England.html,215 Hackney,"215 Stoke Newington High Street, London N16 0LH England",148,#51,+44 20 7254 5199,$$ - $$$,"[' Cafe', ' Healthy', ' Middle Eastern']",9:00 AM - 5:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19260282-Reviews-Bustronome-London_England.html,Bustronome,"Coach Bay 40B, Victoria Embankment, London WC2N 6PB England",356,#67,+44 20 3744 5554,$$$$,"[' French', ' European', ' Contemporary']",12:15 PM - 2:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d5784898-Reviews-Manuel_s_Restaurant_and_Bar-London_England.html,Manuel's Restaurant and Bar,"129 Gipsy Hill, London SE19 1QS England",515,#54,+44 20 8670 1843,$$ - $$$,"[' Italian', ' Seafood', ' Mediterranean']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g1639613-d23444773-Reviews-Cacio_e_Pepe-Sidcup_Greater_London_England.html,Cacio e Pepe,"160 Halfway Street, Sidcup DA15 8DG England",129,#1,+44 7487 444556,$$ - $$$,"[' Italian', ' Pizza', ' Healthy']",5:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23022639-Reviews-No5_Dining_Lounge-London_England.html,No5 Dining & Lounge,"5 Tottenham Lane, London N8 9DJ England","1,303",#55,+44 20 8341 2112,$$ - $$$,"[' Bar', ' Mediterranean', ' European']",5:00 PM - 1:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d3206568-Reviews-Indian_Lounge-London_England.html,Indian Lounge,"343 Grays Inn Road, London WC1X 8PX England","3,822",#53,+44 20 7837 8398,$$ - $$$,"[' Indian', ' Asian', ' Healthy']",12:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1044584-Reviews-The_Rajdoot-London_England.html,The Rajdoot,"49 Paddington Street Marylebone, London W1U 4HW England","2,549",#56,+44 20 7486 2055,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23773997-Reviews-The_MAINE_Mayfair-London_England.html,The MAINE Mayfair,"6 Medici Courtyard At 20 Hanover Square, London W1S 1JY England",154,"#4,458",+44 20 3432 2192,$$ - $$$,"[' American', ' Steakhouse', ' Seafood']",12:00 PM - 1:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d26250753-Reviews-Coqfighter_Kings_Cross-London_England.html,Coqfighter Kings Cross,"3 Caledonian Road, London N1 9Dx England",5,"#14,291","There aren't enough food, service, value or atmosphere ratings for Coqfighter Kings Cross yet. Be one of the first to write a review!",$$ - $$$,[' American'],12:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4588325-Reviews-Devran-London_England.html,Devran,"170-172 Stoke Newington Road, London N16 7UY England",449,#61,+44 20 7254 2525,$$ - $$$,"[' Mediterranean', ' Turkish', ' Grill']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g10283565-d3644860-Reviews-Spice_Station-Chingford_Waltham_Forest_Greater_London_England.html,Spice Station,"140 Station Road, Chingford, Waltham Forest E4 6AN England",456,#1,+44 20 8524 0883,$$ - $$$,"[' Indian', ' Asian', ' Balti']",5:30 PM - 11:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10519837-Reviews-The_Lounge_Cafe-London_England.html,The Lounge Cafe,"113 Chalkhill Road Wembley Park, The Welford Centre, London HA9 9FX England",249,#63,+44 7990 506609,$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",9:00 AM - 4:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8413266-Reviews-Smith_Whistle-London_England.html,Smith & Whistle,"The Park Lane 112 Piccadilly, London W1J 7BX England",424,#64,+44 20 7499 6321,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",12:00 PM - 11:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19260282-Reviews-Bustronome-London_England.html,Bustronome,"Coach Bay 40B, Victoria Embankment, London WC2N 6PB England",356,#67,+44 20 3744 5554,$$$$,"[' French', ' European', ' Contemporary']",12:15 PM - 2:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1047151-Reviews-La_Roche-London_England.html,La Roche,"39-40 St Martin's Ln, London WC2N 4ER England",522,"#5,815",+44 20 7240 8076,$$ - $$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6885893-Reviews-The_Jasmine_by_Spice_Nouv_Oh-London_England.html,The Jasmine by Spice Nouv-Oh!,"331 The Broadway Bexleyheath, London DA6 8DT England",299,#75,+44 20 8616 0880,$$ - $$$,"[' Indian', ' Fusion', ' Healthy']",5:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d24292869-Reviews-Turmeric_Kitchen_London_Paddington-London_England.html,Turmeric Kitchen London Paddington,"55 Westbourne Terrace, London W2 3UY England",51,"#3,097",+44 20 4542 4565,$$ - $$$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",12:30 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12569115-Reviews-Wild_Thyme-London_England.html,Wild Thyme,"2B Thorpebank Road, London W12 0PQ England",263,#74,+44 20 8354 9321,$$ - $$$,"[' Cafe', ' European', ' British']",8:00 AM - 3:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d12830540-Reviews-Room_43_Bar_Kitchen-London_England.html,Room 43 Bar & Kitchen,"43 Lavender Hill, London SW11 5QW England",170,#79,+44 20 7924 3360,$$ - $$$,"[' Mediterranean', ' Middle Eastern', ' Persian']",5:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23722416-Reviews-Mallow_Borough_Market-London_England.html,Mallow - Borough Market,"1 Cathedral Street Borough Market, London SE1 9DE England",419,#94,+44 20 7846 8785,$$ - $$$,"[' International', ' British', ' Healthy']",9:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7345750-Reviews-Sky_Pod_Bar-London_England.html,Sky Pod Bar,"1 Sky Garden Walk Sky Garden, London EC3M 8AF England","2,137",#77,+44 333 772 0020,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",8:00 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g17478676-d13428223-Reviews-ITJL_Restaurants-Colindale_Greater_London_England.html,ITJL Restaurants,"10 Charcot Road, Colindale NW9 5HR England",346,#2,+44 20 3952 7517,$,"[' European', ' Healthy', ' Vegetarian Friendly']",7:30 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25370368-Reviews-Bardo_St_James_s-London_England.html,Bardo St James's,"4 Suffolk Place, Haymarket, London SW1Y 4HX England",40,"#5,803",+44 20 3828 2487,$$$$,"[' Italian', ' Bar', ' Mediterranean']",5:00 PM - 2:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23337923-Reviews-Kaalika-London_England.html,Kaalika,"425 Upper Richmond Road West, London SW14 7PJ England",101,#80,+44 20 8789 9004,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",5:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10431777-Reviews-Bella_Roma_Italian_Restaurant-London_England.html,Bella Roma - Italian Restaurant,"13 Lewis Grove, London SE13 6BG England",462,#83,+44 20 8852 5787,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",11:30 AM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8566994-Reviews-L_Angolo_Bianco-London_England.html,L'Angolo Bianco,"49 Crawford Street Marylebone, London W1H 1HA England",230,#82,+44 20 7724 5888,$$ - $$$,"[' Italian', ' Cafe', ' European']",8:00 AM - 7:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d9593567-Reviews-Brewhouse_Kitchen_Highbury-London_England.html,Brewhouse & Kitchen - Highbury,"2A Corsica Street, London N5 1JJ England",673,#93,+44 20 7226 1026,$$ - $$$,"[' Brew Pub', ' Bar', ' British']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13352264-Reviews-Kazu-London_England.html,Kazu,"64 Charlotte Street, London W1T 4QD England",67,"#6,353",+44 20 3848 5777,$$ - $$$,"[' Japanese', ' International', ' Sushi']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25370368-Reviews-Bardo_St_James_s-London_England.html,Bardo St James's,"4 Suffolk Place, Haymarket, London SW1Y 4HX England",40,"#5,803",+44 20 3828 2487,$$$$,"[' Italian', ' Bar', ' Mediterranean']",5:00 PM - 2:30 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d19866063-Reviews-Namaste_OMNOM-London_England.html,Namaste@OMNOM,"116N Upper Street Islington Square, London N1 1QP England",219,#78,+44 7305 225501,$$ - $$$,"[' Street Food', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 2:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d719246-Reviews-Govinda_s_Vegan_Vegetarian_Restaurant-London_England.html,Govinda's Vegan & Vegetarian Restaurant,"10 Soho Street The restaurant is in biwin Oxford street and soho square., London W1D 3DL England","1,770",#81,+44 20 3687 0617,$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 9:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d5583274-Reviews-Daphne_Restaurant-London_England.html,Daphne Restaurant,"83 Bayham Street, London NW1 0AG England",335,#85,+44 20 7267 7322,$$ - $$$,"[' Mediterranean', ' Greek', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d11961993-Reviews-Oi_Vita_Pizzeria-London_England.html,Oi Vita Pizzeria,"67 Newington Green Road, London N1 4QU England",301,#87,+44 20 3302 8700,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",5:30 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10460592-Reviews-Bonoo_Indian_Tapas_Hampstead-London_England.html,Bonoo Indian Tapas Hampstead ,"675 Finchley Road, London NW2 2JP England","2,843",#1,+44 20 7794 8899,$$ - $$$,"[' Indian', ' Grill', ' Healthy']",5:30 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d719378-Reviews-Iznik-London_England.html,Iznik,"19 Highbury Park, London N5 1QJ England",420,#90,+44 20 7704 8099,$$ - $$$,"[' Mediterranean', ' Turkish', ' Healthy']",10:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4041021-Reviews-The_Swan-London_England.html,The Swan,"7 Cosmo Place, London WC1N 3AP England",892,#86,+44 20 7837 6223,$$ - $$$,"[' Brew Pub', ' Bar', ' British']",11:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10701915-Reviews-Magic_Falafel-London_England.html,Magic Falafel,"Unit 312-313, Camden Market, London NW1 8AH England",289,#91,+44 7482 646499,$,"[' Fast Food', ' Mediterranean', ' Healthy']",10:30 AM - 7:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d23659580-Reviews-Mosaic-London_England.html,Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4924021-Reviews-Lord_Clyde_Southwark-London_England.html,Lord Clyde Southwark,"London, SE1 1ER 27 Clennam Street, London SE1 1ER England",231,#95,+44 20 7407 5643,$,"[' Quick Bites', ' Bar', ' British']",12:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d16754387-Reviews-Moira_Restaurant-London_England.html,Moira Restaurant,"2 Mastmaker Road, London E14 9AW England",182,#98,+44 20 7538 9001,$$ - $$$,"[' Mediterranean', ' Turkish', ' Middle Eastern']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g191301-d12911877-Reviews-La_Plata_Steakhouse-Richmond_upon_Thames_Greater_London_England.html,La Plata Steakhouse,"109 Sheen Lane East Sheen, Richmond-upon-Thames SW14 8AE England",289,#1,+44 20 8876 7747,$$ - $$$,"[' Steakhouse', ' Latin', ' Argentinean']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2445174-Reviews-Tierra_Peru-London_England.html,Tierra Peru,"164 Essex Road Islington, London N1 8LY England",713,#437,+44 20 7354 5586,$$ - $$$,"[' Peruvian', ' Latin', ' International']",1:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d4367848-Reviews-Bill_s_Westfield-London_England.html,Bill's Westfield,"Southern Terrace Westfield Shopping Centre, London W12 7GB England","1,445",#103,+44 20 8749 5537,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d14768703-Reviews-La_Fortuna_Italian_Restaurant-London_England.html,La Fortuna Italian Restaurant,"32 Kensington Church Street, London W8 4HA England",216,#101,+44 20 7937 8752,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",5:00 PM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d21328398-Reviews-Cord_by_Le_Cordon_Bleu-London_England.html,Cord by Le Cordon Bleu,"85 Fleet Street, London EC4Y 1AE England",25,"#6,968",12:00 PM - 3:00 PM6:00 PM - 10:00 PM,$$$$,"[' International', ' European']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2223860-Reviews-The_Drift-London_England.html,The Drift,"110 Bishopsgate Salesforce Tower, London EC2N 4AY England","1,206",#105,+44 20 3004 4969,$$ - $$$,"[' Bar', ' International', ' European']",9:00 AM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d731449-Reviews-Everest_Inn_Blackheath_Village-London_England.html,Everest Inn - Blackheath Village,"41 Montpelier Vale Blackheath, Village, London SE3 0TJ England",688,#106,+44 20 8852 7872,$$ - $$$,"[' Indian', ' Asian', ' Nepali']",3:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25034902-Reviews-The_India_2_Best_of_the_City-London_England.html,The India 2 - Best of the City,"20 City Rd, London EC1Y 2AJ England",410,#107,+44 20 7374 4842,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d27511754-Reviews-Amici_London-London_England.html,Amici London,London W1F 8ZB England,0,Italian,London W1F 8ZB England,Italian,[' Mediterranean'],5:00 PM - 12:00 AM
https://www.tripadvisor.com//Restaurant_Review-g186338-d21243555-Reviews-Haidilao_Huoguo_O2-London_England.html,Haidilao Huǒguō O2,"Unit 4/5 The Trocadero Centre The 02, London SE10 0DX England",154,#110,+44 20 8092 4366,$$ - $$$,"[' Chinese', ' Asian', ' Healthy']",11:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2011019-Reviews-Bella_Italia-London_England.html,Bella Italia,"108/110 Queensway, London W2 3RR England","2,654",#112,+44 20 3004 5959,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",9:00 AM - 10:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1967837-Reviews-Coda_Restaurant_by_Eric_Chavot-London_England.html,Coda Restaurant by Eric Chavot,"Kensington Gore Royal Albert Hall, London SW7 2AP England",799,#114,+ Add hours,$$$$,"[' Vegetarian Friendly', ' Vegan Options']",Open Hours Not Found
https://www.tripadvisor.com//Restaurant_Review-g186338-d25354410-Reviews-BEASY_Soho-London_England.html,BEASY Soho,"58 Greek Street Ground Floor, London W1D 3DY England",6,"#10,037",+44 7930 008464,$$ - $$$,"[' American', ' Bar', ' European']",5:00 PM - 11:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d25302938-Reviews-Gouqi_London-London_England.html,Gouqi London,"25-34 Cockspur Street, St James's Trafalgar Square, Opposite the Canadian Embassy, London SW1Y 5BN England",317,#109,+44 20 3771 8886,$$$$,"[' Chinese', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
https://www.tripadvisor.com//Restaurant_Review-g2549055-d6522688-Reviews-Rendez_Vous_Caffe-Beckenham_Greater_London_England.html,Rendez Vous Caffe,"94 High Street, Beckenham BR3 1ED England",334,#1,+44 20 8249 7949,$$ - $$$,"[' Cafe', ' International', ' British']",7:00 AM - 5:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10371250-Reviews-Cafe_de_Provence-London_England.html,Cafe de Provence,"14 Drury Lane Covent Garden, London WC2B 5RB England",476,#115,+44 20 7497 2757,$,"[' Cafe', ' European', ' British']",8:00 AM - 4:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d1014977-Reviews-Chez_Abir_Restaurant-London_England.html,Chez Abir Restaurant,"34 Blythe Road, London W14 0HA England",246,#116,+44 20 7603 3241,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Middle Eastern']",12:00 PM - 3:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d2009271-Reviews-Cafe_Amisha-London_England.html,Cafe Amisha,"Amisha Court 161 Grange Road Southwark, London SE1 3GH England",464,#117,+44 20 7231 7151,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10397346-Reviews-The_London_Cabaret_Club-London_England.html,The London Cabaret Club,"Bloomsbury Square Victoria House 5, London WC1B 4DA England",331,"#1,877",+44 20 7242 0002,$$ - $$$,"[' International', ' British', ' Grill']",9:00 AM - 6:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6759550-Reviews-Monkey_Temple-London_England.html,Monkey Temple,"92 Askew Road, London W12 9BL England",333,#119,+44 20 8743 4597,$$ - $$$,"[' Indian', ' Asian', ' Nepali']",4:30 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d21227829-Reviews-Franco_Manca_Waterloo-London_England.html,Franco Manca Waterloo,"77-81 The Cut Waterloo, London SE1 8LL England",164,#139,+44 20 3026 6695,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13110566-Reviews-Paladar-London_England.html,Paladar,"4-5 London Road, London SE1 6JZ England","1,168",#121,+44 20 7186 5555,$$ - $$$,"[' Latin', ' Contemporary', ' Fusion']",12:00 PM - 2:45 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d7995020-Reviews-Flour_To_The_People_Pizza-London_England.html,Flour To The People Pizza!,"573 Battersea Park Road, London SW11 3BJ England",323,#122,+44 20 7228 5672,$$ - $$$,"[' Pizza', ' Vegan Options', ' Gluten Free Options']",5:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g528820-d14766084-Reviews-Taste_Of_Peshawar-Wembley_Greater_London_England.html,Taste Of Peshawar,"62 Harrow Road, Wembley HA9 6PL England",239,#1,+44 20 3015 4133,$$ - $$$,"[' Grill', ' Pakistani', ' Afghan']",12:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g12529169-d12541551-Reviews-Charlie_s_Cafe_Bakery-Wood_Green_Haringey_Greater_London_England.html,Charlie's Cafe & Bakery,"169 High Road The Mall Wood Green, Wood Green, Haringey N22 6YA England",214,#1,+44 20 8881 9766,$,"[' Cafe', ' Mediterranean', ' British']",9:00 AM - 6:00 PM
https://www.tripadvisor.com//Restaurant_Review-g504167-d2428640-Reviews-Taste_of_Kerala-Croydon_Greater_London_England.html,Taste of Kerala,"305 London Road, Croydon CR0 3PA England",304,#3,+442086834477,$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 10:30 PM
https://www.tripadvisor.com//Restaurant_Review-g191301-d3544222-Reviews-Bill_s_Richmond-Richmond_upon_Thames_Greater_London_England.html,Bill's Richmond,"1-3 Hill Rise, Richmond-upon-Thames TW10 6UQ England","1,361",#2,020 4512 6649,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d6893611-Reviews-Yak_Yeti_Finsbury_Park-London_England.html,Yak & Yeti - Finsbury Park,"143 Stroud Green Road Finsbury Park, London N4 3PZ England",290,"#2,044",+44 20 7263 2112,$$ - $$$,"[' Indian', ' Asian', ' Tibetan']",3:30 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d10191943-Reviews-Cafe_Van_Gogh-London_England.html,Cafe Van Gogh,"88 Brixton Road Christ church, London SW9 6BE England",228,#125,+44 20 3903 9232,$$ - $$$,"[' Cafe', ' European', ' British']",9:00 AM - 4:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d8606711-Reviews-Artist_Residence-London_England.html,Artist Residence,"52 Cambridge Street, London SW1V 4QQ England","1,148",#120,+44 20 3019 8610,$$ - $$$,"[' European', ' British', ' Healthy']",7:30 AM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d13510240-Reviews-Elvet_Steakhouse-London_England.html,Elvet Steakhouse,"392 Romford Road Forest Gate, London E7 8DF England",811,#126,+44 20 3601 9692,$$$$,"[' Steakhouse', ' Grill', ' Halal']",6:00 PM - 11:00 PM
https://www.tripadvisor.com//Restaurant_Review-g186338-d15705401-Reviews-MAP_Maison-London_England.html,MAP Maison,"321 Kingsland Road, London E8 4DL England",232,#131,+44 20 7241 1441,$$ - $$$,"[' International', ' Vegan Options', ' Gluten Free Options']",3:00 PM - 1:00 AM
